# OpenSignals Text File Format. Version 1
# {"00:07:80:F9:DD:B8": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:F9:DD:B8", "device connection": "BTH00:07:80:F9:DD:B8", "sampling rate": 1000, "resolution": [16], "firmware version": 773, "comments": "Sample EOG Signal: Monitoring vertical eye movement (looking up and down)", "keywords": "", "mode": 0, "sync interval": 2, "date": "2020-4-17", "time": "11:25:53.958", "channels": [1], "sensor": ["EOG"], "label": ["EOG"], "column": ["nSeq", "DI", "EOG"], "special": [{}], "digital IO": [0, 1]}}
# EndOfHeader
0	0	33022	
1	0	33076	
2	0	33159	
3	0	33262	
4	0	33308	
5	0	33245	
6	0	33189	
7	0	33185	
8	0	33247	
9	0	33247	
10	0	33297	
11	0	33313	
12	0	33321	
13	0	33277	
14	0	33269	
15	0	33325	
16	0	33297	
17	0	33297	
18	0	33188	
19	0	33156	
20	0	33188	
21	0	33169	
22	0	33279	
23	0	33287	
24	0	33213	
25	0	33105	
26	0	33132	
27	0	33095	
28	0	32953	
29	0	32907	
30	0	32913	
31	0	32929	
32	0	32861	
33	0	32813	
34	0	32713	
35	0	32705	
36	0	32727	
37	0	32768	
38	0	32765	
39	0	32756	
40	0	32780	
41	0	32804	
42	0	32792	
43	0	32739	
44	0	32722	
45	0	32772	
46	0	32771	
47	0	32839	
48	0	32833	
49	0	32833	
50	0	32868	
51	0	32813	
52	0	32705	
53	0	32597	
54	0	32549	
55	0	32597	
56	0	32689	
57	0	32749	
58	0	32661	
59	0	32785	
60	0	32849	
61	0	32848	
62	0	32887	
63	0	32877	
64	0	32799	
65	0	32737	
66	0	32738	
67	0	32597	
68	0	32588	
69	0	32661	
70	0	32760	
71	0	32713	
72	0	32669	
73	0	32593	
74	0	32660	
75	0	32771	
76	0	32844	
77	0	32855	
78	0	32827	
79	0	32833	
80	0	32731	
81	0	32752	
82	0	32677	
83	0	32752	
84	0	32655	
85	0	32643	
86	0	32601	
87	0	32657	
88	0	32736	
89	0	32705	
90	0	32732	
91	0	32742	
92	0	32747	
93	0	32736	
94	0	32645	
95	0	32687	
96	0	32651	
97	0	32612	
98	0	32719	
99	0	32737	
100	0	32778	
101	0	32756	
102	0	32771	
103	0	32767	
104	0	32769	
105	0	32657	
106	0	32652	
107	0	32682	
108	0	32688	
109	0	32717	
110	0	32768	
111	0	32773	
112	0	32636	
113	0	32609	
114	0	32748	
115	0	32649	
116	0	32692	
117	0	32676	
118	0	32719	
119	0	32696	
120	0	32725	
121	0	32793	
122	0	32811	
123	0	32860	
124	0	32895	
125	0	32909	
126	0	32897	
127	0	32809	
128	0	32718	
129	0	32799	
130	0	32761	
131	0	32751	
132	0	32765	
133	0	32768	
134	0	32751	
135	0	32737	
136	0	32841	
137	0	32989	
138	0	32973	
139	0	32917	
140	0	32893	
141	0	32857	
142	0	32789	
143	0	32765	
144	0	32796	
145	0	32799	
146	0	32722	
147	0	32728	
148	0	32773	
149	0	32756	
150	0	32933	
151	0	32972	
152	0	32977	
153	0	33019	
154	0	33103	
155	0	33009	
156	0	33033	
157	0	32989	
158	0	32959	
159	0	32920	
160	0	33005	
161	0	33037	
162	0	33155	
163	0	33045	
164	0	32981	
165	0	33036	
166	0	33011	
167	0	32932	
168	0	32831	
169	0	32719	
170	0	32645	
171	0	32703	
172	0	32820	
173	0	32793	
174	0	32855	
175	0	33017	
176	0	33077	
177	0	32853	
178	0	32825	
179	0	32885	
180	0	32895	
181	0	32941	
182	0	32997	
183	0	32893	
184	0	32809	
185	0	32751	
186	0	32713	
187	0	32697	
188	0	32637	
189	0	32721	
190	0	32801	
191	0	32868	
192	0	32861	
193	0	32773	
194	0	32925	
195	0	32921	
196	0	32932	
197	0	32893	
198	0	32843	
199	0	32876	
200	0	32889	
201	0	32829	
202	0	32933	
203	0	32967	
204	0	32961	
205	0	32988	
206	0	32952	
207	0	32988	
208	0	32980	
209	0	32980	
210	0	32981	
211	0	32892	
212	0	32929	
213	0	33009	
214	0	33188	
215	0	33301	
216	0	33245	
217	0	33193	
218	0	33041	
219	0	32953	
220	0	32993	
221	0	33094	
222	0	33357	
223	0	33267	
224	0	33012	
225	0	32853	
226	0	32759	
227	0	32803	
228	0	32857	
229	0	32985	
230	0	33117	
231	0	33316	
232	0	33269	
233	0	33260	
234	0	33177	
235	0	32965	
236	0	32932	
237	0	32973	
238	0	33165	
239	0	33043	
240	0	32896	
241	0	32841	
242	0	32789	
243	0	32741	
244	0	32833	
245	0	32898	
246	0	32921	
247	0	32836	
248	0	32835	
249	0	32839	
250	0	32873	
251	0	32960	
252	0	33005	
253	0	33041	
254	0	33009	
255	0	32930	
256	0	33019	
257	0	33028	
258	0	33008	
259	0	32947	
260	0	33073	
261	0	33113	
262	0	33175	
263	0	33284	
264	0	33260	
265	0	33232	
266	0	33325	
267	0	33261	
268	0	33117	
269	0	32877	
270	0	32812	
271	0	32884	
272	0	32900	
273	0	32821	
274	0	32779	
275	0	32839	
276	0	32785	
277	0	32825	
278	0	32908	
279	0	33005	
280	0	33203	
281	0	33291	
282	0	32965	
283	0	32905	
284	0	32965	
285	0	32817	
286	0	32751	
287	0	32821	
288	0	32953	
289	0	33013	
290	0	32984	
291	0	32888	
292	0	32884	
293	0	32932	
294	0	32893	
295	0	32829	
296	0	32812	
297	0	32783	
298	0	32857	
299	0	32868	
300	0	32751	
301	0	32889	
302	0	33023	
303	0	33055	
304	0	32852	
305	0	32903	
306	0	32933	
307	0	33189	
308	0	33120	
309	0	32727	
310	0	32621	
311	0	32625	
312	0	32717	
313	0	32789	
314	0	32952	
315	0	33061	
316	0	32959	
317	0	32900	
318	0	32897	
319	0	32819	
320	0	32791	
321	0	32964	
322	0	32989	
323	0	32989	
324	0	32909	
325	0	32860	
326	0	32797	
327	0	32879	
328	0	32933	
329	0	32911	
330	0	32976	
331	0	33069	
332	0	33109	
333	0	33047	
334	0	33003	
335	0	33164	
336	0	33141	
337	0	33121	
338	0	32999	
339	0	32822	
340	0	32776	
341	0	32695	
342	0	32621	
343	0	32655	
344	0	32708	
345	0	32783	
346	0	32851	
347	0	32829	
348	0	32821	
349	0	32917	
350	0	32907	
351	0	33007	
352	0	33025	
353	0	32977	
354	0	32937	
355	0	32820	
356	0	32572	
357	0	32452	
358	0	32459	
359	0	32465	
360	0	32545	
361	0	32572	
362	0	32655	
363	0	32681	
364	0	32705	
365	0	32617	
366	0	32629	
367	0	32720	
368	0	32791	
369	0	32840	
370	0	32835	
371	0	32791	
372	0	32818	
373	0	32900	
374	0	32908	
375	0	33013	
376	0	32916	
377	0	32809	
378	0	32633	
379	0	32685	
380	0	32884	
381	0	33036	
382	0	33037	
383	0	33073	
384	0	33221	
385	0	33486	
386	0	33300	
387	0	32961	
388	0	32868	
389	0	32795	
390	0	32824	
391	0	32728	
392	0	32733	
393	0	32817	
394	0	32908	
395	0	32805	
396	0	32635	
397	0	32901	
398	0	32981	
399	0	32885	
400	0	33061	
401	0	33241	
402	0	33239	
403	0	33045	
404	0	32985	
405	0	33141	
406	0	32900	
407	0	32823	
408	0	32661	
409	0	32671	
410	0	32552	
411	0	32478	
412	0	32725	
413	0	32785	
414	0	32839	
415	0	33045	
416	0	33121	
417	0	32929	
418	0	32828	
419	0	32873	
420	0	33009	
421	0	32889	
422	0	32751	
423	0	32788	
424	0	32901	
425	0	32917	
426	0	32919	
427	0	32865	
428	0	32871	
429	0	32929	
430	0	32918	
431	0	32919	
432	0	33005	
433	0	32865	
434	0	32829	
435	0	32837	
436	0	32892	
437	0	32853	
438	0	32853	
439	0	33009	
440	0	33023	
441	0	32981	
442	0	32961	
443	0	33021	
444	0	33048	
445	0	33177	
446	0	33257	
447	0	33163	
448	0	33037	
449	0	32917	
450	0	32925	
451	0	32972	
452	0	33041	
453	0	32996	
454	0	32837	
455	0	32825	
456	0	32839	
457	0	32724	
458	0	32737	
459	0	32937	
460	0	33063	
461	0	33041	
462	0	33076	
463	0	32944	
464	0	32833	
465	0	32785	
466	0	32764	
467	0	32785	
468	0	32760	
469	0	32861	
470	0	32872	
471	0	32867	
472	0	32823	
473	0	32773	
474	0	32741	
475	0	32601	
476	0	32625	
477	0	32697	
478	0	32789	
479	0	32720	
480	0	32734	
481	0	32856	
482	0	32859	
483	0	32855	
484	0	32931	
485	0	32972	
486	0	33009	
487	0	33060	
488	0	33051	
489	0	33071	
490	0	33014	
491	0	32937	
492	0	32846	
493	0	32913	
494	0	32943	
495	0	32925	
496	0	32965	
497	0	32915	
498	0	32924	
499	0	32897	
500	0	32879	
501	0	32769	
502	0	32814	
503	0	32889	
504	0	32983	
505	0	32983	
506	0	33105	
507	0	33143	
508	0	33005	
509	0	32951	
510	0	33037	
511	0	33006	
512	0	32913	
513	0	32881	
514	0	32919	
515	0	32951	
516	0	33029	
517	0	33063	
518	0	33047	
519	0	32961	
520	0	32917	
521	0	32892	
522	0	32857	
523	0	32763	
524	0	32796	
525	0	32845	
526	0	32805	
527	0	32849	
528	0	32849	
529	0	32881	
530	0	32944	
531	0	33044	
532	0	32961	
533	0	32917	
534	0	32999	
535	0	33013	
536	0	32989	
537	0	32951	
538	0	32901	
539	0	32905	
540	0	32893	
541	0	32876	
542	0	32937	
543	0	32940	
544	0	32992	
545	0	33061	
546	0	33012	
547	0	33041	
548	0	32975	
549	0	32969	
550	0	32833	
551	0	32845	
552	0	32820	
553	0	32813	
554	0	32733	
555	0	32813	
556	0	32937	
557	0	32986	
558	0	33029	
559	0	33012	
560	0	32961	
561	0	33039	
562	0	33039	
563	0	33125	
564	0	33045	
565	0	33085	
566	0	33154	
567	0	33177	
568	0	33153	
569	0	33124	
570	0	33065	
571	0	33047	
572	0	33110	
573	0	33071	
574	0	33109	
575	0	32969	
576	0	32931	
577	0	32927	
578	0	32981	
579	0	33021	
580	0	32967	
581	0	32919	
582	0	32969	
583	0	32964	
584	0	32985	
585	0	32957	
586	0	32917	
587	0	33039	
588	0	33012	
589	0	33108	
590	0	32964	
591	0	32924	
592	0	32899	
593	0	32837	
594	0	32876	
595	0	32935	
596	0	33057	
597	0	33031	
598	0	33019	
599	0	33135	
600	0	33165	
601	0	33133	
602	0	33072	
603	0	33060	
604	0	33053	
605	0	32973	
606	0	32955	
607	0	33047	
608	0	33109	
609	0	33168	
610	0	33132	
611	0	33072	
612	0	33004	
613	0	32927	
614	0	32893	
615	0	32901	
616	0	32917	
617	0	32973	
618	0	32921	
619	0	32932	
620	0	32997	
621	0	33005	
622	0	33023	
623	0	33047	
624	0	33016	
625	0	33068	
626	0	33063	
627	0	33076	
628	0	33108	
629	0	33085	
630	0	33172	
631	0	33201	
632	0	33225	
633	0	33188	
634	0	33120	
635	0	33005	
636	0	32901	
637	0	32892	
638	0	32895	
639	0	32965	
640	0	33029	
641	0	33080	
642	0	33125	
643	0	33124	
644	0	33149	
645	0	33217	
646	0	33189	
647	0	33159	
648	0	33253	
649	0	33305	
650	0	33283	
651	0	33257	
652	0	33201	
653	0	33210	
654	0	33200	
655	0	33236	
656	0	33293	
657	0	33380	
658	0	33461	
659	0	33303	
660	0	33357	
